1,queda,6,-0.73497116,0.70745887,-0.12970079
1,queda,18,-0.73595374,0.70377418,-0.12061191
1,queda,44,-0.73472551,0.69247449,-0.12454224
1,queda,53,-0.75535973,0.70819580,-0.13682451
1,queda,61,-0.76002699,0.70107208,-0.12257707
1,queda,69,-0.76665942,0.68682465,-0.12110320
1,queda,90,-0.73816455,0.71310871,-0.11766417
1,queda,104,-0.71556517,0.73718196,-0.11668158
1,queda,123,-0.71286307,0.72342582,-0.10955787
1,queda,140,-0.73054954,0.68878981,-0.09678430
1,queda,157,-0.73349728,0.69222885,-0.08622155
1,queda,180,-0.69763305,0.70942403,-0.07050024
1,queda,203,-0.69640482,0.75265763,-0.09236269
1,queda,248,-0.71089790,0.77378313,-0.04470747
1,queda,255,-0.69566788,0.78852186,-0.05035732
1,queda,263,-0.70303725,0.79982155,-0.04323360
1,queda,272,-0.72809308,0.83028159,-0.04004021
1,queda,289,-0.71630210,0.83617708,-0.04397053
1,queda,302,-0.71040661,0.83028159,-0.05625281
1,queda,316,-0.72760179,0.81677109,-0.10415367
1,queda,332,-0.80940172,0.87769116,-0.10980351
1,queda,344,-0.84821370,0.97963401,-0.08253687
1,queda,360,-0.84772241,0.96563222,-0.08695849
1,queda,370,-0.80571704,0.89046472,-0.12871821
1,queda,376,-0.79097832,0.85926775,-0.17907553
1,queda,393,-0.81996448,0.88997343,-0.19332296
1,queda,402,-0.82831642,0.88825391,-0.25326045
1,queda,423,-0.76420296,0.91330974,-0.16384551
1,queda,437,-0.69026369,0.92510073,-0.09162575
1,queda,444,-0.64678444,0.90716861,-0.08253687
1,queda,459,-0.60183133,0.89193859,-0.07860654
1,queda,469,-0.55343918,0.86172420,-0.06018313
1,queda,481,-0.52494430,0.82021012,-0.03439036
1,queda,496,-0.43307291,0.73841019,0.08769542
1,queda,509,-0.38173301,0.73177776,0.11766417
1,queda,527,-0.30607422,0.74258616,0.09997769
1,queda,539,-0.25154093,0.76813329,0.08376509
1,queda,552,-0.21690492,0.77108103,0.09948640
1,queda,564,-0.21002685,0.76297474,0.11103174
1,queda,573,-0.22845026,0.73988406,0.14345694
1,queda,586,-0.28421177,0.73153212,0.17244310
1,queda,603,-0.33334086,0.76248344,0.20928991
1,queda,617,-0.38959367,0.79810203,0.24908448
1,queda,633,-0.44437260,0.84526596,0.27536854
1,queda,643,-0.47655215,0.87867374,0.27217515
1,queda,661,-0.47335876,0.87597164,0.26013852
1,queda,675,-0.46697198,0.87670857,0.24466286
1,queda,687,-0.47188489,0.87277825,0.31737391
1,queda,705,-0.44167050,0.84231821,0.28150967
1,queda,717,-0.42226451,0.75511408,0.22992413
1,queda,730,-0.50062541,0.69124627,0.29452888
1,queda,741,-0.51045122,0.66889253,0.30042437
1,queda,761,-0.46623504,0.67920964,0.29084420
1,queda,774,-0.41956241,0.70770451,0.25989288
1,queda,794,-0.37731140,0.73030389,0.21395718
1,queda,810,-0.36576606,0.70426548,0.19258602
1,queda,832,-0.35692282,0.66004930,0.15033501
1,queda,849,-0.35004475,0.62074603,0.14419387
1,queda,862,-0.39524351,0.57702114,0.16654761
1,queda,872,-0.43356420,0.52838334,0.16310857
1,queda,893,-0.45886568,0.50406444,0.14296565
1,queda,905,-0.52199656,0.49939718,0.07958912
1,queda,915,-0.62516764,0.48269329,0.04421618
1,queda,928,-0.73693632,0.47778038,0.11913804
1,queda,942,-0.79417171,0.51560978,0.21346589
1,queda,959,-0.79368042,0.54729804,0.23459139
1,queda,974,-0.78287202,0.59790100,0.17563649
1,queda,986,-0.79245219,0.66643608,0.08597590
1,queda,999,-0.82856207,0.73472551,-0.00245645
1,queda,1011,-0.85067016,0.72956696,-0.01866905
1,queda,1024,-0.87056744,0.67749012,-0.02358196
1,queda,1045,-0.88039326,0.58488179,-0.00270210
1,queda,1053,-0.89390375,0.49988847,0.01572131
1,queda,1068,-0.76051828,0.34586878,0.05305941
1,queda,1077,-0.63229136,0.33849942,0.14812420
1,queda,1088,-0.52396172,0.34513184,0.20757040
1,queda,1101,-0.41219305,0.35274685,0.21223766
1,queda,1112,-0.37387236,0.37755704,0.23704785
1,queda,1128,-0.28273790,0.35348379,0.17637343
1,queda,1140,-0.14787855,0.31663697,0.19700764
1,queda,1160,-0.27315773,0.34120152,0.48760620
1,queda,1174,-0.62246554,0.44903986,0.42398403
1,queda,1189,-0.98995112,0.49399298,0.37706575
1,queda,1204,-1.50899994,0.56891484,0.62713281
1,queda,1223,-2.29015243,0.70721322,0.67945529
1,queda,1239,-1.89171553,0.41784289,0.92166169
1,queda,1255,-1.43776276,0.25866465,1.04202795
1,queda,1276,-1.07789219,0.21715057,0.78950444
1,queda,1293,-0.79048702,0.08376509,0.48048248
1,queda,1321,-0.43380985,0.57996888,0.25669948
1,queda,1325,-0.08253687,0.36502912,-0.11103174
1,queda,1330,0.12257707,0.10562754,-0.07271105
1,queda,1333,0.24073253,0.02112551,0.00908888
1,queda,1350,0.42128193,0.47237618,0.14001790
1,queda,1365,0.66913818,0.35176427,2.69816951
1,queda,1381,-0.37239849,1.36799945,1.88582004
1,queda,1402,-0.12699869,1.39944207,0.27340337
1,queda,1425,0.31884778,0.70205467,-0.49153652
